source_flow_id_encoded,source_flow_final,source_source_ip,source_destination_ip,source_network_bytes,source_network_transport,source_timestamp,source_event_duration,source_destination_port,source_source_port,label
47282,0,9223372036854775807,9223372036854775807,172,1,1645796830014,101246639,9099.0,47808.0,benign
29457,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,38421.0,malicious
1098,0,3201805056,901724183,547,2,1645792160092,341211,53.0,53891.0,benign
16350,0,3201805085,492809869,1382,1,1645797430001,213352475,443.0,33556.0,benign
35497,1,4027662305,4027632616,68,1,1645796693657,0,31301.0,33905.0,malicious
44853,0,3201768135,3201805064,10192,1,1645797710002,21900302935,80.0,60880.0,benign
4909,0,905919982,3201805083,421,1,1645797310004,121967,8500.0,39806.0,benign
33417,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,43345.0,malicious
23,0,3201805085,901724183,309,2,1645793830091,91943810,53.0,48637.0,benign
40836,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,53185.0,malicious
22282,0,4027632609,4027632616,356,1,1645796570100,201034091,31301.0,60594.0,malicious
39191,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,45224.0,malicious
10959,1,905919982,3201805059,136,1,1645796693657,98028982,22.0,57821.0,malicious
7702,0,905919982,3201805059,356,1,1645796570100,3224422,22.0,41020.0,malicious
35060,1,4027662305,4027632616,136,1,1645796693657,1003824001,31301.0,58473.0,malicious
46732,0,9223372036854775807,9223372036854775807,172,1,1645793520007,58352,9099.0,39144.0,benign
13832,0,905919982,3201763613,433,1,1645792020005,119960,8500.0,46112.0,benign
13962,0,905919982,3201763613,421,1,1645796290007,99592,8500.0,56890.0,benign
19902,0,4027632609,4027632616,146,1,1645796270003,68511,31301.0,41028.0,malicious
14717,0,905919982,3201763613,421,1,1645796930002,171717,8500.0,58848.0,benign
41382,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,53961.0,malicious
29833,1,4027662305,4027632616,136,1,1645796693657,1500303751,31301.0,60447.0,malicious
24093,0,4027632609,4027632616,356,1,1645796270003,201961206,31301.0,39204.0,malicious
28084,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,52483.0,malicious
23126,0,4027632609,4027632616,356,1,1645796560002,104676203,31301.0,46300.0,malicious
13644,0,905919982,3201763612,421,1,1645797950007,106836,8500.0,60404.0,benign
19447,0,4027632616,4027632609,284,1,1645796370003,1201435,38128.0,31301.0,benign
24251,0,4027632616,4027632609,136,1,1645796360094,27708878,42794.0,31301.0,benign
32196,1,4027662305,4027632616,68,1,1645796693657,0,31301.0,58691.0,malicious
39298,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,55977.0,malicious
32772,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,41803.0,malicious
21377,1,4027632609,4027632616,136,1,1645796693657,902116463,31301.0,40839.0,malicious
19460,0,4027632609,4027632616,356,1,1645796360094,109593522,31301.0,42992.0,malicious
30584,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,44582.0,malicious
39914,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,42935.0,malicious
22422,0,4027632609,4027632616,356,1,1645796560002,106453187,31301.0,46266.0,malicious
28287,1,4027662305,4027632616,68,1,1645796693657,0,31301.0,36615.0,malicious
20890,0,4027632616,4027632609,136,1,1645796360094,6463838,42878.0,31301.0,benign
46972,0,9223372036854775807,9223372036854775807,172,1,1645792570208,55278,9099.0,36762.0,benign
23548,0,4027632609,4027632616,378,1,1645796289935,101415747,31301.0,32798.0,malicious
4926,0,905919982,3201805083,421,1,1645796780003,134896,8500.0,37234.0,benign
28724,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,48137.0,malicious
9197,0,905919982,3201805059,146,1,1645796270003,61394,22.0,24704.0,malicious
1527,1,3201805068,901724183,542,2,1645797370004,159679,53.0,59930.0,benign
41798,0,3201805085,3201805083,3144,1,1645793990096,1448895,8500.0,43792.0,benign
4511,0,905919982,3201805083,421,1,1645797230096,123104,8500.0,39436.0,benign
30057,1,4027662305,4027632616,136,1,1645796693657,1285847346,31301.0,59933.0,malicious
37626,1,4027662305,4027632616,68,1,1645796693657,0,31301.0,34961.0,malicious
41128,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,56517.0,malicious
34740,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,48997.0,malicious
3425,0,3201763610,3201768133,345,2,1645797460009,81387,53.0,35191.0,benign
10290,0,905919982,3201805059,356,1,1645796360094,292535118,22.0,39344.0,malicious
40754,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,43968.0,malicious
44094,0,3201768135,3201805056,16552,1,1645795440002,44103277468,80.0,37427.0,benign
30918,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,42543.0,malicious
7185,0,905919982,3201805059,220,1,1645796270003,6245251,22.0,37157.0,malicious
13186,0,905919982,3201763612,421,1,1645797500008,103210,8500.0,59028.0,benign
44257,0,3201768135,3201805056,1668562,1,1645795440002,5476318903,80.0,36191.0,benign
17847,1,2130759677,2130759677,864,1,1645794830000,172482,9099.0,56462.0,benign
36030,1,4027662305,4027632616,68,1,1645796693657,0,31301.0,33145.0,malicious
31327,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,49713.0,malicious
40584,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,51645.0,malicious
35095,1,4027662305,4027632616,68,1,1645796693657,0,31301.0,57967.0,malicious
25822,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,50389.0,malicious
45401,0,3201763588,3201763589,1150,1,1645797430001,852756,6379.0,46810.0,benign
45437,0,9223372036854775807,9223372036854775807,172,1,1645793370002,50743,9099.0,46594.0,benign
40150,1,4027662305,4027632616,68,1,1645796693657,0,31301.0,37307.0,malicious
4362,0,905919982,3201805085,424,1,1645797310004,130697,9500.0,54422.0,benign
44229,0,3201768135,3201805056,9408,1,1645796457240,5294340656,80.0,48210.0,benign
27709,1,4027662305,4027632616,136,1,1645796693657,1287023378,31301.0,59889.0,malicious
29842,1,4027662305,4027632616,68,1,1645796693657,0,31301.0,34079.0,malicious
12332,0,905919982,3201763610,424,1,1645797020003,110186,9500.0,33446.0,benign
20209,0,4027632609,4027632616,220,1,1645796270003,340803,31301.0,57168.0,malicious
26913,1,4027662305,4027632616,68,1,1645796693657,0,31301.0,58853.0,malicious
31662,1,4027662305,4027632616,136,1,1645796693657,996021277,31301.0,58171.0,malicious
25895,1,4027662305,4027632616,136,1,1645796693657,1394603424,31301.0,60123.0,malicious
34529,1,4027662305,4027632616,68,1,1645796693657,0,31301.0,58977.0,malicious
23117,1,4027632609,4027632616,136,1,1645796693657,1105543951,31301.0,40923.0,malicious
23768,0,4027632609,4027632616,220,1,1645796270003,6541052,31301.0,59414.0,malicious
28188,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,48897.0,malicious
3207,1,3201805057,3201768133,293,2,1645794100002,75368,53.0,60110.0,benign
24009,0,4027632609,4027632616,356,1,1645796360094,93558732,31301.0,43040.0,malicious
23556,0,4027632609,4027632616,204,1,1645796289935,103037088,31301.0,35358.0,malicious
20720,0,4027632609,4027632616,220,1,1645796270003,220603,31301.0,57190.0,malicious
37368,1,4027662305,4027632616,68,1,1645796693657,0,31301.0,40333.0,malicious
35017,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,46953.0,malicious
24155,0,4027632609,4027632616,356,1,1645796360094,601495,31301.0,43046.0,malicious
17922,0,2130759677,2130759677,864,1,1645793870093,246272,9099.0,59544.0,benign
12194,1,905919982,3201763610,424,1,1645798160009,145344,9500.0,36938.0,benign
20917,0,4027632609,4027632616,146,1,1645796270003,125142,31301.0,40816.0,malicious
30725,1,4027662305,4027632616,68,1,1645796693657,0,31301.0,55848.0,malicious
40161,1,4027662305,4027632616,68,1,1645796693657,0,31301.0,40123.0,malicious
45805,0,9223372036854775807,9223372036854775807,172,1,1645791830107,31680,9099.0,34866.0,benign
18615,0,3201805056,1776616432,7534,1,1645795490095,525176274,443.0,45192.0,benign
33491,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,46418.0,malicious
28283,1,4027662305,4027632616,136,1,1645796693657,1394618933,31301.0,60167.0,malicious
7042,0,905919982,3201805059,68,1,1645796360094,0,22.0,55342.0,malicious
33792,1,4027662305,4027632616,68,1,1645796693657,0,31301.0,34139.0,malicious
45270,0,3201763610,3201763613,3440,1,1645793040001,1606208,8500.0,53870.0,benign
27123,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,48873.0,malicious
42109,0,3201805063,3201805060,1641,1,1645795850001,95713556,6379.0,47826.0,benign
201,0,3201805063,901724183,542,2,1645795810091,126602,53.0,59066.0,benign
31583,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,47157.0,malicious
45142,0,3201768135,3201763588,6794,1,1645797500008,9905989515,80.0,48624.0,benign
37491,1,4027662305,4027632616,136,1,1645796693657,1383855518,31301.0,59283.0,malicious
14516,0,905919982,3201763613,421,1,1645796030003,174566,8500.0,56242.0,benign
39859,1,4027662305,4027632616,68,1,1645796693657,0,31301.0,57527.0,malicious
39247,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,42921.0,malicious
22552,0,4027632609,4027632616,146,1,1645796289935,96517,31301.0,39872.0,malicious
9241,1,905919982,3201805059,136,1,1645796693657,797575405,22.0,37762.0,malicious
7794,0,905919982,3201805059,356,1,1645796630002,190005,22.0,5953.0,malicious
29971,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,37661.0,malicious
27552,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,50163.0,malicious
755,0,3201805056,901724183,547,2,1645794420002,356854,53.0,39213.0,benign
30804,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,50473.0,malicious
41680,1,4027662305,4027632616,68,1,1645796693657,0,31301.0,56014.0,malicious
45867,0,9223372036854775807,9223372036854775807,172,1,1645795260008,16793,9099.0,43576.0,benign
10124,0,905919982,3201805059,502,1,1645796270003,1909664258,22.0,1962.0,malicious
7457,1,905919982,3201805059,356,1,1645796610001,293900,22.0,44593.0,malicious
27788,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,41719.0,malicious
41306,1,4027662305,4027632616,68,1,1645796693657,0,31301.0,34505.0,malicious
44594,0,3201768135,3201805056,109166,1,1645794870001,815538781,80.0,9382.0,benign
27457,0,4027662305,4027632616,68,1,1645796457240,0,31301.0,53998.0,malicious
41053,1,4027662305,4027632616,68,1,1645796693657,0,31301.0,37317.0,malicious
16732,1,2130759677,2130759677,863,1,1645793600002,342056,9099.0,53292.0,benign
34249,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,54365.0,malicious
31160,1,4027662305,4027632616,68,1,1645796693657,0,31301.0,37171.0,malicious
35183,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,52079.0,malicious
11581,0,905919982,3201805059,288,1,1645796360094,3009560,22.0,34023.0,malicious
43663,1,3201805056,3201805058,72108,1,1645795180001,904509892,3306.0,44750.0,benign
2413,0,3201805056,3201768133,550,2,1645795440002,93342,53.0,54439.0,benign
2621,0,3201805056,3201768134,364,2,1645794160095,1217335,53.0,38192.0,benign
2070,0,3201805061,3201768133,547,2,1645797090095,134239,53.0,54191.0,benign
21346,0,4027632609,4027632616,67796,1,1645796289935,690161,31301.0,33158.0,malicious
22942,0,4027632609,4027632616,146,1,1645796350003,1623004,31301.0,60114.0,malicious
1554,1,3201805068,901724183,542,2,1645797430001,119385,53.0,54955.0,benign
38232,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,53401.0,malicious
18217,0,2130759677,2130759677,864,1,1645792800008,202015,9099.0,51390.0,benign
3412,0,3201763611,3201768133,313,2,1645791790008,366435,53.0,37716.0,benign
21525,0,4027632609,4027632616,356,1,1645796270003,388476495,31301.0,42398.0,malicious
19472,1,4027632609,4027632616,136,1,1645796693657,907371916,31301.0,40689.0,malicious
28566,1,4027662305,4027632616,68,1,1645796693657,0,31301.0,37131.0,malicious
13242,1,905919982,3201763612,421,1,1645792700010,70250,8500.0,45986.0,benign
44599,0,3201768135,3201805056,448,1,1645796780003,4902244601,80.0,40619.0,benign
998,1,3201805056,901724183,547,2,1645794100002,129309,53.0,42342.0,benign
5505,0,905919982,3201805082,421,1,1645795130002,119313,8500.0,50950.0,benign
25655,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,37847.0,malicious
40304,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,47033.0,malicious
36728,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,37767.0,malicious
16162,0,3201805062,900794944,1420,1,1645795500001,660671,6379.0,57734.0,benign
3296,1,3201805068,3201768134,542,2,1645797430001,163342,53.0,36416.0,benign
6303,0,905919982,3201805059,220,1,1645796270003,96098515,22.0,65039.0,malicious
39670,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,46771.0,malicious
30673,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,46635.0,malicious
31020,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,38957.0,malicious
26018,1,4027662305,4027632616,68,1,1645796693657,0,31301.0,32985.0,malicious
10984,0,905919982,3201805059,356,1,1645796570100,856521,22.0,28382.0,malicious
34904,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,53099.0,malicious
15247,0,905919982,3201763601,118146,1,1645796330020,20120591,5601.0,48288.0,benign
18309,0,2130759677,2130759677,864,1,1645797570003,760412,9099.0,36042.0,benign
17100,0,2130759677,2130759677,864,1,1645793920001,104398,9099.0,59738.0,benign
28066,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,43779.0,malicious
41535,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,56271.0,malicious
4467,0,905919982,3201805083,421,1,1645794870001,65094,8500.0,57358.0,benign
28572,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,38667.0,malicious
9306,0,905919982,3201805059,714,1,1645796289935,1498554781,22.0,42117.0,malicious
3245,1,3201805064,3201768133,542,2,1645797430001,416430,53.0,53112.0,benign
253,1,3201805062,901724183,542,2,1645795390191,231164,53.0,35912.0,benign
27848,0,4027662305,4027632616,68,1,1645796457240,0,31301.0,33268.0,malicious
23681,0,4027632609,4027632616,356,1,1645796570100,3124877,31301.0,57619.0,malicious
9075,1,905919982,3201805059,136,1,1645796693657,195514397,22.0,58491.0,malicious
26159,1,4027662305,4027632616,136,1,1645796693657,1499219572,31301.0,60383.0,malicious
27111,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,41705.0,malicious
27917,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,44021.0,malicious
10113,0,905919982,3201805059,146,1,1645796289935,67925,22.0,27817.0,malicious
5371,0,905919982,3201805083,421,1,1645794920002,176121,8500.0,57572.0,benign
11800,0,905919982,3201805059,146,1,1645796289935,72311,22.0,53488.0,malicious
11564,1,905919982,3201805059,136,1,1645796693657,99959543,22.0,59878.0,malicious
39913,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,42679.0,malicious
7849,0,905919982,3201805059,356,1,1645796560002,105620819,22.0,30019.0,malicious
41064,1,4027662305,4027632616,68,1,1645796693657,0,31301.0,40133.0,malicious
45945,0,9223372036854775807,9223372036854775807,172,1,1645794170001,30669,9099.0,40770.0,benign
28791,1,4027662305,4027632616,136,1,1645796693657,1322610854,31301.0,60687.0,malicious
20431,0,4027632609,4027632616,146,1,1645796289935,206005,31301.0,39770.0,malicious
35871,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,44918.0,malicious
34042,1,4027662305,4027632616,136,1,1645796693657,1384311161,31301.0,59487.0,malicious
21945,0,4027632609,4027632616,220,1,1645796270003,104241159,31301.0,59298.0,malicious
6529,0,905919982,3201805059,146,1,1645796289935,20165,22.0,35592.0,malicious
15344,0,905919982,3201763601,81692,1,1645791930008,108317568,5601.0,37064.0,benign
19417,0,4027632609,4027632616,146,1,1645796289935,83090,31301.0,39934.0,malicious
1059,0,3201805056,901724183,547,2,1645795440002,263221,53.0,54134.0,benign
22735,0,4027632609,4027632616,146,1,1645796360094,3280657,31301.0,60360.0,malicious
39604,1,4027662305,4027632616,136,1,1645796693657,1101270591,31301.0,58547.0,malicious
27624,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,37617.0,malicious
15959,1,3201763586,901567178,152,1,1645797140007,989780677,6379.0,33668.0,benign
37317,0,4027662305,4027632616,68,1,1645796457240,0,31301.0,57231.0,malicious
29859,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,38687.0,malicious
40129,1,4027662305,4027632616,136,1,1645796693657,1322207030,31301.0,60603.0,malicious
23725,1,4027632609,4027632616,136,1,1645796693657,905323758,31301.0,40725.0,malicious
35583,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,56177.0,malicious
1143,1,3201805056,901724183,547,2,1645794520003,286113,53.0,48009.0,benign
17834,0,2130759677,2130759677,864,1,1645796650107,218433,9099.0,33166.0,benign
37833,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,50583.0,malicious
29786,1,4027662305,4027632616,136,1,1645796693657,1413704686,31301.0,60953.0,malicious
6379,0,905919982,3201805059,146,1,1645796270003,74660,22.0,7937.0,malicious
43282,0,3201805056,3201805058,204082,1,1645797750092,882174891,3306.0,55656.0,benign
41963,0,3201805085,3201805082,3416,1,1645791660002,298308340,8500.0,56302.0,benign
15735,0,905919982,3201763585,4638,1,1645796900215,297476,443.0,45832.0,benign
32778,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,43339.0,malicious
19763,0,4027632609,4027632616,146,1,1645796270003,108776,31301.0,40782.0,malicious
2373,0,3201805056,3201768133,547,2,1645796220002,93108,53.0,43666.0,benign
29672,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,44312.0,malicious
3946,1,905919982,3600376759,138,1,1645796200094,20846,4444.0,5553.0,malicious
8284,1,905919982,3201805059,136,1,1645796693657,8112548,22.0,5975.0,malicious
32501,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,44359.0,malicious
10481,0,905919982,3201805059,356,1,1645796360094,108859637,22.0,1722.0,malicious
37328,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,55951.0,malicious
28171,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,44545.0,malicious
13723,0,905919982,3201763613,433,1,1645796530007,93348,8500.0,57606.0,benign
42666,0,3201805056,3201805058,20932,1,1645794570002,104986805,3306.0,42714.0,benign
45799,1,9223372036854775807,9223372036854775807,172,1,1645795720001,18810,9099.0,54320.0,benign
